global_round,local_round,client_id,client_train_loss,client_test_loss,client_test_accuracy,bytes_down,bytes_up,comp_time,round_time,num_examples
0,0,leaf_2_client_0,1.3328427076339722,2.884687780176552,0.21001458434613515,248024,248024,1.4474307999480516,1.4485798999667168,3069
0,0,leaf_2_client_2,1.9791078567504883,2.6745963963595303,0.003937007874015748,248024,248024,1.4399572999682277,1.4411881999112666,668
1,0,leaf_2_client_2,2.118813991546631,2.3664462628302636,0.003937007874015748,248024,248024,0.5354357999749482,0.5362460999749601,668
1,0,leaf_2_client_4,2.08345627784729,2.3423404001420542,0.14493534482758622,248024,248024,0.5363539000973105,0.5371441999450326,3867
