global_round,local_round,client_id,client_train_loss,client_test_loss,client_test_accuracy,bytes_down,bytes_up,comp_time,round_time,num_examples
0,0,leaf_0_client_4,2.0690977573394775,2.294445571079049,0.18911637931034483,248024,248024,0.5742729001212865,0.5755379998590797,4034
0,0,leaf_0_client_0,2.1586639881134033,2.3027476870897905,0.05104521147301896,248024,248024,0.579066300066188,0.5803762001451105,4096
1,0,leaf_0_client_1,2.192230701446533,2.2657796214608585,0.2327755905511811,248024,248024,0.620300100184977,0.6212020998355001,4830
1,0,leaf_0_client_0,2.123075008392334,2.3185598549333593,0.05104521147301896,248024,248024,0.6175746999215335,0.6186472000554204,4096
